教育招生考试院上面给的招生信息/选考信息网址,,三种编号也不知道是啥,,,所在地区,,,办学层次,,找不到名称的话这边有2020年和2024年招生用的学校名,
河北工程大学科信学院,http://zhaosheng.hebeu.edu.cn/info/1033/4017.htm,4113013578,13578,D578,河北省教育厅,河北,邯郸市,本科,民办,河北工程大学科信学院,河北工程大学科信学院
河北石油职业技术大学,http://zhaosheng.cdpc.edu.cn,4113016202,13584,F202,河北省,河北,承德市,本科,,河北石油职业技术大学,
燕山大学里仁学院,http://stczsb.ysu.edu.cn/,4113013592,13592,,河北省教育厅,河北,秦皇岛市,本科,民办,,
石家庄铁道大学四方学院,http://www.stdusfc.edu.cn/,4113013593,13593,D593,河北省教育厅,河北,石家庄市,本科,民办,石家庄铁道大学四方学院,石家庄铁道大学四方学院
河北地质大学华信学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1839.dhtml,4113013594,13594,D594,河北省教育厅,河北,石家庄市,本科,民办,河北地质大学华信学院,河北地质大学华信学院
华北理工大学冀唐学院,http://jtxy.ncst.edu.cn/,4113013596,13596,,河北省教育厅,河北,唐山市,本科,民办,,
河北司法警官职业学院,http://zsjy.jjgxy.com.cn/col/1237359715813/2021/05/02/1619955405838.html,4113013690,13690,,河北省,河北,邯郸市,专科,,,
沧州医学高等专科学校,https://gaokao.chsi.com.cn/,4113013779,13779,,河北省,河北,沧州市,专科,,,
河北女子职业技术学院,http://www.hebnzxy.com/,4113013822,13822,,河北省,河北,石家庄市,专科,,,
保定理工学院,http://www.cuggw.com/html/news_1931.html,4113013891,13891,D891,河北省教育厅,河北,保定市,本科,民办,保定理工学院,
燕京理工学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-94431.dhtml,4113013895,13895,,河北省教育厅,河北,廊坊市,本科,民办,,
北京中医药大学东方学院,https://www.bucmdf.edu.cn,4113013899,13899,D899,河北省教育厅,河北,廊坊市,本科,民办,北京中医药大学东方学院,北京中医药大学东方学院
石家庄医学高等专科学校,http://www.sjzmc.cn/cmshtml/special55/zszc/index.any,4113014018,14018,,河北省教育厅,河北,石家庄市,专科,民办,,
冀中职业学院,http://www.jzhxy.com/,4113014103,14103,,河北省,河北,保定市,专科,,,
石家庄人民医学高等专科学校,https://gaokao.chsi.com.cn/,4113014158,14158,,河北省教育厅,河北,石家庄市,专科,民办,,
沧州交通学院,zsb.bjtuhbxy.edu.cn,4113014202,14202,,河北省教育厅,河北,沧州市,本科,民办,,
石家庄科技职业学院,,4113014213,14213,,河北省教育厅,河北,石家庄市,专科,民办,,
河北东方学院,www.hbdfxy.cn,4113014225,14225,E225,河北省教育厅,河北,廊坊市,本科,民办,河北东方学院,河北东方学院
宣化科技职业学院,http://zsw.xhkjzyxy.cn/,4113014260,14260,,河北省,河北,张家口市,专科,,,
廊坊燕京职业技术学院,http://zsjyxx.lfyjzjxy.com,4113014280,14280,,河北省,河北,廊坊市,专科,,,
承德护理职业学院,https://gaokao.chsi.com.cn/,4113014281,14281,,河北省,河北,承德市,专科,,,
石家庄幼儿师范高等专科学校,http://www.sjzysgz.com/,4113014328,14328,,河北省,河北,石家庄市,专科,,,
廊坊卫生职业学院,http://www.lfwx.net,4113014335,14335,,河北省,河北,廊坊市,专科,,,
河北轨道运输职业技术学院,http://www.hbgdys.cn,4113014396,14396,,河北省,河北,石家庄市,专科,,,
河北中医学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4113014432,14432,E432,河北省,河北,石家庄市,本科,,河北中医药大学,河北中医学院
张家口学院,http://zsc.zjku.edu.cn/col/1368236543863/index.html,4113014458,14458,E458,河北省,河北,张家口市,本科,,张家口学院,张家口学院
河北工艺美术职业学院,https://gaokao.chsi.com.cn/htgl/zszc/sch/listNeedVerifyZszc.do?method=list&isIndex=true&categoryId=6,4113014471,14471,,河北省,河北,保定市,专科,,,
渤海理工职业学院,http://www.bhlgxy.cn/,4113014472,14472,,河北省教育厅,河北,沧州市,专科,民办,,
唐山幼儿师范高等专科学校,http://zhaosheng.tsyzh.com/,4113014586,14586,,河北省,河北,唐山市,专科,,,
曹妃甸职业技术学院,www.cct.edu.cn,4113014601,14601,,河北省教育厅,河北,唐山市,专科,民办,,
邯郸幼儿师范高等专科学校,http：//www.wuantc.com,4113014686,14686,,河北省,河北,邯郸市,专科,,,
邯郸科技职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2714397410.dhtml,4113014695,14695,,河北省,河北,邯郸市,专科,,,
唐山海运职业学院,www.tmi.edu.cn,4113014696,14696,,河北省教育厅,河北,唐山市,专科,民办,,
邢台应用技术职业学院,www.xtyzy.cn,4113014742,14742,,河北省教育厅,河北,邢台市,专科,民办,,
东北大学秦皇岛分校,https://zs.neuq.edu.cn//zszc.htm,,19145,H145,,河北,,,,东北大学秦皇岛分校,东北大学秦皇岛分校
河北环境工程学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4213051721,51721,M721,河北省,河北,秦皇岛市,本科,,河北环境工程学院,河北环境工程学院
河北青年管理干部学院,http://www.hbqgy.cn/zsjynav/index.jhtml,,51802,,,河北,,,,,
山西大学,http://bkzs.sxu.edu.cn/,4114010108,10108,A108,山西省,山西,太原市,本科,,山西大学,山西大学
太原科技大学,https://zsb.tyust.edu.cn,4114010109,10109,A109,山西省,山西,太原市,本科,,太原科技大学,太原科技大学
中北大学,http://zbzs.nuc.edu.cn/,4114010110,10110,A110,山西省,山西,太原市,本科,,中北大学,中北大学
太原理工大学,http://zs.tyut.edu.cn/,4114010112,10112,A112,山西省,山西,太原市,本科,,太原理工大学,太原理工大学
山西农业大学,http://xuesc.sxau.edu.cn/bkzs/zszc.htm,4114010113,10113,A113,山西省,山西,晋中市,本科,,山西农业大学,山西农业大学
山西医科大学,http://www.sxmu.edu.cn/bks/,4114010114,10114,A114,山西省,山西,太原市,本科,,山西医科大学,山西医科大学
长治医学院,www.czmc.com,4114010117,10117,A117,山西省,山西,长治市,本科,,长治医学院,长治医学院
山西师范大学,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-99.dhtml,4114010118,10118,A118,山西省,山西,临汾市,本科,,山西师范大学,山西师范大学
太原师范学院,https://zjc.tynu.edu.cn/Default_Adm.html,4114010119,10119,A119,山西省,山西,太原市,本科,,太原师范学院,太原师范学院
山西大同大学,https://gaokao.chsi.com.cn/,4114010120,10120,A120,山西省,山西,大同市,本科,,山西大同大学,山西大同大学
晋中学院,http://jwc.jzxy.edu.cn/zsgz/zsjz.htm,4114010121,10121,A121,山西省,山西,晋中市,本科,,晋中学院,晋中学院
长治学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng,4114010122,10122,A122,山西省,山西,长治市,本科,,长治学院,长治学院
运城学院,www.ycu.edu.cn/zhaosheng/,4114010123,10123,A123,山西省,山西,运城市,本科,,运城学院,运城学院
忻州师范学院,http://zs.xztu.edu.cn/,4114010124,10124,A124,山西省,山西,忻州市,本科,,忻州师范学院,忻州师范学院
山西财经大学,zhaosheng.sxufe.edu.cn,4114010125,10125,A125,山西省,山西,太原市,本科,,山西财经大学,山西财经大学
山西中医药大学,https://gaokao.chsi.com.cn/,4114010809,10809,A809,山西省,山西,太原市,本科,,山西中医药大学,山西中医药大学
吕梁学院,http://zsjyc.llhc.edu.cn/zssy/sy.htm,4114010812,10812,A812,山西省,山西,吕梁市,本科,,吕梁学院,吕梁学院
太原学院,http://zhaosheng.tyu.edu.cn/article.aspx?classId=4,4114011242,11242,B242,山西省,山西,太原市,本科,,太原学院,太原学院
山西药科职业学院,www.sxphc.cn,4114012776,12776,,山西省,山西,太原市,专科,,,
山西工程职业学院,www.sxgcxy.cn,4114014681,12777,,山西省,山西,太原市,专科,,,
山西应用科技学院,www.astsxc.com,4114012779,12779,C779,山西省教育厅,山西,太原市,本科,民办,山西应用科技学院,山西应用科技学院
山西机电职业技术学院,http://www.sxjdxy.org,4114012888,12888,,山西省,山西,长治市,专科,,,
山西财贸职业技术学院,http://www.sxcmvc.com/,4114012890,12890,,山西省,山西,太原市,专科,,,
山西水利职业技术学院,http://zsjy.sxsy.com.cn/,4114012892,12892,,山西省,山西,运城市,专科,,,
阳泉职业技术学院,http://www.yqzyjsxy.cn/,4114012893,12893,,山西省,山西,阳泉市,专科,,,
山西职业技术学院,www.sxzy.edu.cn,4114013528,13528,,山西省,山西,太原市,专科,,,
山西金融职业学院,https://www.sxjrzyxy.com,4114013530,13530,,山西省,山西,太原市,专科,,,
山西工程科技职业大学,,4114016201,13533,F201,山西省,山西,太原市,本科,,山西工程科技职业大学,
山西工学院,http://www.xdkj.tyut.edu.cn/2016/zhaos.asp,4114013534,13534,,山西省,山西,朔州市,本科,,,
晋中信息学院,www.cisau.com.cn,4114013535,13535,D535,山西省教育厅,山西,晋中市,本科,民办,晋中信息学院,
山西晋中理工学院,http://zsw.ibcnuc.edu.cn/,4114013538,13538,,山西省教育厅,山西,太原市,本科,民办,,
山西信息职业技术学院,www.vcit.cn,4114013541,13541,,山西省教育厅,山西,临汾市,专科,民办,,
山西科技学院,http://www.kdhk.cn/,4114013597,13597,D597,山西省,山西,晋城市,本科,,山西科技学院,
山西医科大学晋祠学院,无,4114013598,13598,,山西省教育厅,山西,太原市,本科,民办,,
山西工商学院,http://www.sxtbu.net/,4114013691,13691,D691,山西省教育厅,山西,太原市,本科,民办,山西工商学院,山西工商学院
山西体育职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1932.dhtml,4114013692,13692,,山西省,山西,太原市,专科,,,
山西警官职业学院,www.sxpolice.org,4114013693,13693,,山西省,山西,太原市,专科,,,
潞安职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1935.dhtml,4114013695,13695,,山西省,山西,长治市,专科,,,
山西旅游职业学院,www.sxtvi.edu.cn/www.sxtvi.com.cn,4114013697,13697,,山西省,山西,太原市,专科,,,
山西电力职业技术学院,http://www.vtep.edu.cn/,4114013745,13745,,山西省,山西,太原市,专科,,,
忻州职业技术学院,https://gaokao.chsi.com.cn/,4114013821,13821,,山西省,山西,忻州市,专科,,,
山西同文职业技术学院,www.sxtwedu.com,4114013862,13862,,山西省教育厅,山西,晋中市,专科,民办,,
晋中职业技术学院,http://www.jzzy.sx.cn/,4114013913,13913,,山西省,山西,晋中市,专科,,,
运城幼儿师范高等专科学校,https://www.sxycys.com/zhaoshengwang/,4114014093,14093,,山西省,山西,运城市,专科,,,
太原工业学院,http://zsxx.tit.deu.cn,4114014101,14101,E101,山西省,山西,太原市,本科,,太原工业学院,太原工业学院
山西老区职业技术学院,www.sxlqzy.cn,4114014105,14105,,山西省教育厅,山西,太原市,专科,民办,,
山西经贸职业学院,www.sxieb.com,4114014177,14177,,山西省,山西,太原市,专科,,,
朔州职业技术学院,http：//www.szvtc.com,4114014186,14186,,山西省,山西,朔州市,专科,,,
运城职业技术大学,www.ycptu.edu.cn,4114014226,14226,E226,山西省教育厅,山西,运城市,本科,民办,运城职业技术大学,
山西铁道职业技术学院,https：//www.sxtdzy.cn,4114014247,14247,,山西省,山西,太原市,专科,,,
阳泉师范高等专科学校,http://www.sxyqsz.cn/,4114014271,14271,,山西省,山西,阳泉市,专科,,,
山西青年职业学院,http://www.sxqzy.cn,4114014336,14336,,山西省,山西,太原市,专科,,,
运城护理职业学院,https://www.ychlxy.com/,4114014397,14397,,山西省,山西,运城市,专科,,,
山西传媒学院,http://zsw.cusx.edu.cn/,4114014434,14434,E434,山西省,山西,太原市,本科,,山西传媒学院,山西传媒学院
运城师范高等专科学校,http://www.sxycsf.com/,4114014461,14461,,山西省,山西,运城市,专科,,,
朔州师范高等专科学校,http://www.shuozhou.gov.cn/ztjs/szszz/,4114014462,14462,,山西省,山西,朔州市,专科,,,
吕梁职业技术学院,,4114014500,14500,,山西省,山西,吕梁市,专科,,,
山西工程技术学院,www.sxit.edu.cn,4114014527,14527,E527,山西省,山西,阳泉市,本科,,山西工程技术学院,山西工程技术学院
大同师范高等专科学校,,4114014627,14627,,山西省,山西,大同市,专科,,,
太原幼儿师范高等专科学校,http://www.taiyuanyouzhuan.com/,4114014628,14628,,山西省,山西,太原市,专科,,,
朔州陶瓷职业技术学院,www.sztczyjsxy.com,4114014698,14698,,山西省,山西,朔州市,专科,,,
山西卫生健康职业学院,http://www.sxhvc.com,4214050166,50166,,山西省,山西,太原市,专科,,,
山西能源学院,http://zswnyxy.tyyz.tech/index.php/cms/index.html,4214051189,51189,M189,山西省,山西,晋中市,本科,,山西能源学院,山西能源学院
内蒙古大学,https://zhaosheng.imu.edu.cn/,4115010126,10126,A126,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古大学,内蒙古大学
内蒙古科技大学,https://zhaosheng.imust.edu.cn/zszc.htm,4115010127,10127,A127,内蒙古自治区,内蒙古,包头市,本科,,内蒙古科技大学,内蒙古科技大学
内蒙古工业大学,http://zsb.imut.edu.cn/zsxx/zszc.htm,4115010128,10128,A128,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古工业大学,内蒙古工业大学
内蒙古农业大学,https://zhaosheng.imau.edu.cn,4115010129,10129,A129,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古农业大学,内蒙古农业大学
内蒙古医科大学,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-111.dhtml,4115010132,10132,A132,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古医科大学,内蒙古医科大学
内蒙古师范大学,http://zs.imnu.edu.cn/sy.htm,4115010135,10135,A135,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古师范大学,内蒙古师范大学
内蒙古民族大学,https://zs.imun.edu.cn/,4115010136,10136,A136,内蒙古自治区,内蒙古,通辽市,本科,,内蒙古民族大学,内蒙古民族大学
赤峰学院,www.cfxy.cn,4115010138,10138,A138,内蒙古自治区,内蒙古,赤峰市,本科,,赤峰学院,赤峰学院
内蒙古财经大学,https://www.imufe.edu.cn/zsxxw/,4115010139,10139,A139,内蒙古自治区,内蒙古,呼和浩特市,本科,,内蒙古财经大学,内蒙古财经大学
呼伦贝尔学院,http://zsjy.hlbrc.cn/,4115010819,10819,A819,内蒙古自治区,内蒙古,呼伦贝尔市,本科,,呼伦贝尔学院,呼伦贝尔学院
内蒙古建筑职业技术学院,https://zs.imaa.edu.cn,4115010871,10871,,内蒙古自治区,内蒙古,呼和浩特市,专科,,,
集宁师范学院,http://www.jntc.nm.cn/zsb/,4115011427,11427,B427,内蒙古自治区,内蒙古,乌兰察布市,本科,,集宁师范学院,集宁师范学院
呼和浩特民族学院,https://www.imnc.edu.cn/rcpy/zsxx.htm,4115011709,11709,B709,内蒙古自治区,内蒙古,呼和浩特市,本科,,呼和浩特民族学院,呼和浩特民族学院
兴安职业技术学院,https://gaokao.chsi.com.cn/,4115012443,12443,,内蒙古自治区,内蒙古,兴安盟,专科,,,
呼和浩特职业学院,https://www.hhvc.edu.cn/,4115012670,12670,,内蒙古自治区,内蒙古,呼和浩特市,专科,,,
通辽职业学院,https://gaokao.chsi.com.cn/,4115013740,13740,,内蒙古自治区,内蒙古,通辽市,专科,,,
内蒙古交通职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2063.dhtml,4115013824,13824,,内蒙古自治区,内蒙古,赤峰市,专科,,,
包头铁道职业技术学院,www.bttzy.cn,4115014187,14187,,内蒙古自治区,内蒙古,包头市,专科,,,
内蒙古大学创业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18217120.dhtml,4115014199,14199,E199,内蒙古自治区教育厅,内蒙古,呼和浩特市,本科,民办,内蒙古大学创业学院,内蒙古大学创业学院
呼伦贝尔职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-54278694.dhtml,4115014283,14283,,内蒙古自治区,内蒙古,呼伦贝尔市,专科,,,
